Unnamed: 0,review_id,user_id,business_id,stars,useful,funny,cool,text,date
5255477,IBN7qJhxQO7wJP8Okqz04A,-1MF2tosrw2WcCxeVNk81Q,ueAkLzWFFTzQkq3jzyBlnA,3.0,5.0,0.0,1.0,"This Vietnamese place, affectionately known as the Choo Choo Train, has been in existence for decades. Although I have been here numerous times years before, I took a 7 year hiatus due to another pho place I have been frequenting.

For a change of pace, I ordered the lemon grass pork chop with broken rice and another guest ordered the pho. The meal was under $20 which was a great deal, but I'm more experienced in Vietnamese food now and I can say that this is average.

The lemon grass pork chop was flavorful, but the effort put into this dish left something to be desired. The fish sauce was too sweet to a point of scratching at one's throat and the pork chop was not marinated enough for the flavors to seep in. I also enjoyed the chop to be slightly caramelized around the edges but this was just cooked with the tiniest bits of caramelization.

In addition, the pho broth was neither rich nor flavorful. It seems to inherit the spices and bones of a good broth, but simply wasn't simmered long enough for the delicate, savory, bone flavors to seep in.

In addition to the mediocre dishes, the restaurant itself was cramped and sticky. There was almost no breathing space between your table and your neighbors and the AC was not strong enough to accommodate the crowd we had that day on a hot summer afternoon.

Overall, this place had the potential to be better, but didn't seem like it wanted to try. It certainly could fool any tourists or pho newbie, but I'd have to pass on this one.",2017-08-14 21:06:12
5935115,O2FOgpswb-sKho0O9Y5pvA,-1awBy86Qgr3aN30_Z3xGw,ALK-7tTvDKAzxAtIiNyh2A,5.0,0.0,0.0,0.0,"The food here is always changing and evolving. It is art. The service is spectacular. Sarah was our server and she was beyond fantastic. She coursed out entire meals for us and it was perfect. Wish I had taken more food photos but I forgot. Beef tartar, fish, squash, pasta,and dessert! All amazing, all art. This placed was packed on a Tuesday night. We put our name on the bar list and at host stand. That's a thing now, a bar list. We waited about half an hour and hit the jackpot with getting Sarah as our server. Drinks were so refreshing. My Skotch drink did the trick. I can not race enough about everything at Rolf and Daughters. If it is anything, it is not B A S I C. Thank you Sarah!",2018-11-07 04:02:49
6398264,LNXrH8sw3UoAa09e98DkWg,-6Fk7QmNWJDaDKwwcgS8PQ,4gszBjoouIzfi1ltSQZ2BQ,4.0,0.0,0.0,0.0,"I really like the atmosphere here, it's very comfortable and the staff is extremely friendly. We were seated quickly and the food/drinks didn't take forever like it does at a lot of other establishments. You can also purchase gallons and growers and bring them back in to refill for cheap.",2014-04-04 15:59:50
6634498,CzPexoE-4qVBMf0Aw0TxNg,-822bzeF5x6uOKSuTDgabA,ArNDRug3p5zngNHiLivnFA,3.0,0.0,0.0,0.0,"Visited on 7/27/12. Linguine w/ meatballs, salad. For airport food I was pleasantly surprised.  I would go here again without hesitation.",2012-07-30 21:10:23
6229562,jAUnIoAemzICS9Pvx45uRg,-P7w7MuldCRPhTtOMc2Srg,SOi_b2_SezhGxml_6_Ym9A,3.0,0.0,0.0,0.0,"Delicious. I hadn't had this pizza in years and was in the area yesterday so we ordered pick up. A plain pizza and these fries...I can't remember what they were called but they had 3 different cheeses, bacon crumbles, and came with a side of ranch.  Omg they were amazing!! And their ranch is on point!  Idk what brand they use but I could drink it!  Also the pizza was as good as I remembered. I'm already looking forward to ordering again from here next weekend, it was that good. And I'll be sure to ask for a few extra sides of ranch to keep on hand :)",2020-04-26 14:13:04
5242988,MrjSwCm6acWus1cdEd9I9g,-SO_K8oLVH_9J23z2MtjGg,6TyzEgzDOhKa82UFjXFdwQ,4.0,2.0,2.0,2.0,"First let me say sports bars aren't my regular 24/7 jam. 
But I reality wanted this spot to be my go to for games especially March Madness... I'm not in love and I'm not complaining. 

Here's the reality - the TV's are great and everywhere! That's what you want, right? And they are quick to change your TV for you to get you glued to the game you want to watch. 
The space is huge and has a lot of open door fresh air type of feel which is nice for those that want to remember that the outdoors still exist while watching the games. 
The kitchen provided some pretty decent bar food and with ample servings (though I still ate every french fry). 
The crowd was a nice balance of ages, backgrounds and energy levels - all with great positive vibes. 
Really the only downside that I saw was the service. It was unclear who was serving who and often we would wait in a not crowded bar for 5 minutes before anyone engaged with us. 

Overall I'll be there to watch some more games. And maybe it was just an off day.",2017-11-24 17:56:09
6411206,8ZXMohDeoJvJK5_Y-0ttjA,-TLXQfY2lZ6DVWQj4BosxQ,RSKvB-XntkiDnMqYqAmtKw,2.0,0.0,0.0,0.0,"I went here with a group of friends on a Monday night to take advantage of the Unlimited Mussels Mondays had a decent meal, but was not blown away.

I ordered a bowl of the thai green curry mussels.  The sauce was creamy, bright, and very flavorful.  Definitely not shy on the green curry front. For my second bowl of mussels, I ordered the white wine/garlic sauce - which was also very flavorful and packed with the garlicky flavor you'd expect.

I am not a mussels expert by any means, but was definitely expecting more broth/sauce than what I got.  The sauces were just drizzled over top of the mussels, whereas I was expecting them to be sitting in a considerable amount of broth or liquid (in which I could dip my bread/roll or use to sauce my linguine.)

The service was attentive and friendly - no complaints there, really.  The interior of the restaurant was very nice - a large mosaic wall and bright colors made for an inviting space.",2014-02-11 14:35:49
3566130,XkjELMaq8BzVbhz4GDY55Q,-YYLq_7LWPi1EJV1oZQXbA,IiJ744MOUKmRYAgNFkcs0g,5.0,0.0,0.0,0.0,They have the biggest pancakes I have ever seen in my life...the pictures do them justice at all. I attempted to finish them and didn't come anywhere near lol. The restaurant has a diner feel. Prices are very cheap for a lot of food which was awesome.,2018-01-01 00:28:58
3767427,CDhPb4e_ECLDtTZqq7wCrw,-ZfjDrV2tCAieTEJgLEN0Q,HY-MXAqblxgRPkxfyhi_ig,2.0,0.0,0.0,0.0,"Food was luke warm and pretty much flavorless, vegies we're hard and chewy...for a steakhouse you would think the filet mignon (special) would be melt in your mouth awesomeness...sadly no it was lacking.",2018-10-06 22:07:31
3318900,LqmdNCX6STL9HcicP5AHYA,-_YQv9cPTEQnAq7J-r6zpw,R8t9g5nvi7VFyS8zsgmj8Q,4.0,2.0,0.0,1.0,"Nice little BBQ place on the strip of Delmar Loop. It was gorgeous weather so we asked to be seated outside, although there was a wait. I had the pulled pork sandwich with mac and cheese and my boyfriend had the brisket sandwich with brisket chili. Everything tasted pretty good. The mac and cheese had ritz crackers crumbled in it. That was a nice surprising touch. The portions looked small, but we definitely left full. If I was from the area, I would definitely try this place again.",2015-03-17 18:41:22
